1.761535352497772067e+01,9.056283155906612592e+00,1.592757203970333535e+01,3.837229592950025108e+02
1.706261406540187409e+01,6.634923345837904662e+00,6.787868259236205404e+00,9.824642408512590919e+01
9.427329129514902206e+00,2.127660131141766442e+00,8.866292013505329805e+00,-8.081193985766731203e+01
1.145629104323786862e+01,5.714309873328602407e+00,2.790901699898910238e+00,4.337045235025289003e+01
5.227104638543622173e+00,2.842429740622264944e+00,-4.399824085437586518e+00,1.337309725130035076e+01
9.573556186329213347e+00,3.552970298974400976e+00,5.513796664657348856e+00,-6.074572070728754625e+01
7.018447748078443738e+00,2.338026795084175546e+00,1.095645976210482786e+01,-5.282060766982613131e+01
1.013097847249714789e+01,6.030553099144270845e+00,6.511603397987983044e+00,8.485962640267098323e+01
-6.211291384264541193e-01,-2.003721107326029482e+00,1.968843817240377803e+01,2.895097611480450723e+02
1.243672367474047746e+01,4.626748083486674545e+00,-1.344959958298090896e+00,3.339836397101607872e+02
1.347201167308087122e+01,6.822818966127996987e+00,1.033346730126055490e+00,8.022258374829834793e+01
9.326135091629438989e+00,4.260657424739832777e+00,7.839485369207011445e+00,2.096014107412338490e+02
1.835476719737444284e+01,6.252055236145253048e+00,-3.273129999555521863e-01,7.009713905912940390e+01
3.873298583063544243e+00,3.764932022059653605e+00,1.785079952663210179e+00,-6.147164105043339077e+01
8.011062581187189835e+00,3.620540263599494324e+00,-6.622977310119324557e+00,-2.500379074825468706e+02
9.177856696407474146e+00,5.668921611262177862e+00,9.340781728337418599e+00,3.365850820566993207e+01
7.056938925928179174e+00,3.661190856034750141e+00,1.058262207517097409e+01,-1.153863365844008513e+02
7.332308938294644918e+00,4.334380934833163224e+00,9.124087224854093847e+00,1.419901232443226036e+02
5.895617259806911648e+00,2.727522483564499112e+00,2.784616557430581452e+00,3.443839140071067959e+02
6.715240367125346665e+00,3.020683894741566178e+00,6.567627465283635502e+00,-1.327253378565073945e+02
1.198303484343709613e+01,2.416452384486476035e+00,2.119697856358772015e+01,4.070362608274299419e+02
8.833303891488696991e+00,4.826424391813731063e+00,1.781751235105190290e+00,5.427359765085566323e+01
7.682474219860665698e+00,3.696957039276156820e+00,1.765934462324452170e+00,-1.202442514906142605e+02
1.183788159176464205e+01,5.964568196310466419e+00,6.372100765094756980e+00,1.842587088668369688e+02
8.666058254620892853e+00,1.653876243988250394e+00,6.130163617950728394e+00,3.113953951906005386e+02
5.213824353533894396e+00,7.140903975255241676e-02,1.749324186823963601e+01,-1.252375300793792121e+02
7.594985051165537016e+00,1.983538071225510180e+00,4.300206548608969115e+00,-3.470412910406594165e+00
1.304862169998418153e+01,4.648164883649144485e+00,2.194250561660396670e+01,2.096121410485939123e+02
4.224711540792142728e+00,1.259480353141185560e+00,1.084464847561230272e+01,2.999294363393273670e+02
3.061646004393580256e+00,4.731493942599527713e+00,1.604223171402111348e+00,6.250093792346888222e+01
3.376537654836795355e+00,2.031783852993115147e+00,2.064538395701936224e+01,3.781304904003045522e+02
1.333037584491155769e+01,6.852038459958663452e+00,1.066538578707647389e+01,7.507367969484766945e+01
1.804827773530519153e+00,-1.957163330792496936e+00,4.031867238458829661e+00,9.533810569701017812e+01
1.079002956018025827e+01,1.955663208915993323e+00,-2.022574318084622291e+00,-4.005739920948690269e+01
5.840975806549749905e+00,2.095018605573173431e+00,1.169552768207864801e+01,2.266486324396100827e+02
1.310776095920421369e+01,5.852855905534838143e+00,-4.710747309987795006e+00,-1.204826424021011917e+02
1.484112582889835608e+01,6.277072364999213505e+00,4.500157887396909473e+00,3.320264014305284945e+02
-2.034983688130722612e-01,2.147468447827606042e+00,1.543363439111715252e+00,-3.852036532008496579e+02
1.377701173283877267e+01,6.025264600401172288e+00,9.854244427716338350e+00,-3.858932559331879020e+01
1.928026512736771281e+01,2.541442628821101835e+00,5.813988337467804968e+00,2.339400881033943733e+02
9.805271688487195547e+00,6.217393350809345520e+00,-5.625468489601530564e-01,-7.682606883133121300e+01
1.521339112377481229e+01,9.601925996197351765e+00,1.261530076119925070e+01,-2.975780666476930492e+01
