1.409423278281680325e+01,6.537295759498491066e+00,1.369886989647599762e+01,1.157961265357444063e+02
1.474149606058215056e+01,6.812629828447740010e+00,2.326221653043120341e+01,1.381289664472715231e+02
1.509132901155258821e+01,7.791842639090063471e+00,1.527911892929634519e+01,2.767092052159714513e+02
1.280574112487951766e+01,5.266620292863578356e+00,1.623589070915471666e+01,1.566645157810853561e+02
1.747736889076976752e+01,6.129778398732227629e+00,1.209867501018661073e+01,1.536604607446934097e+02
1.334008037551249970e+01,5.947190450923429239e+00,1.460765450061097681e+01,1.866356346379470779e+02
1.431025863203851145e+01,6.941862681313750727e+00,1.703709880213307315e+01,2.388920275140990270e+02
1.438062800576048517e+01,6.523035227221868126e+00,1.829371901445551885e+01,2.455863345641555497e+02
1.414678621186848773e+01,6.101924259960512131e+00,1.040259430471155611e+01,1.987418410300597316e+02
1.358926148048540483e+01,5.969581556963319713e+00,1.372072147232202610e+01,1.020476242069416912e+02
1.391942798693084171e+01,6.105623201264236855e+00,1.448263545839171229e+01,7.682140699565934483e+01
1.303948079581888919e+01,4.315390029818601647e+00,1.776260778578895838e+01,1.187396421665616799e+02
7.661774901983804398e+00,1.186161219348150553e+00,1.981319898979671734e+01,-5.546241466219362337e+01
1.534839140396840662e+01,7.509706928012576554e+00,1.737837198881769041e+01,2.159967564312682953e+02
1.502319613462759662e+01,5.647177213028840015e+00,7.327290472229350371e+00,3.046574056441022549e+02
1.588295631260677965e+01,7.476611984609732531e+00,1.557957932079779084e+01,2.140390598131925799e+02
1.435896828694654914e+01,5.082553013491519778e+00,1.417705918894867523e+01,2.480761921634402825e+02
1.143356297913548758e+01,3.638331327277128935e+00,1.340078401533281749e+01,2.269062100103765260e+02
1.632328531515194925e+01,9.023438120477976554e+00,9.875300011444892334e+00,1.972197389891807688e+02
1.236896784525771409e+01,5.197612226149331605e+00,1.291500424763864885e+01,-3.127445262165565509e+01
1.399014129320208610e+01,5.861890237955350358e+00,1.142859338768627708e+01,2.747915064100816380e+02
1.375207849014181249e+01,7.671278424260322026e+00,1.003908252518181143e+01,3.517654656369850272e+02
1.243048350968570048e+01,5.433003380119416192e+00,1.831883914268811964e+01,3.917814646658371203e+01
1.403875220301132742e+01,5.001705707244695986e+00,8.746864976644985745e+00,2.885229281240754062e+02
1.442681848738151018e+01,6.107147617901716785e+00,1.309388037705937791e+01,1.252450942555005895e+02
1.123330145463339136e+01,3.085939887410333426e+00,2.634977195544473716e+01,2.819479289669834543e+02
1.887112909295773022e+01,4.518480086251358330e+00,8.866900117957243310e+00,2.198359491583541967e+02
1.121097039469134415e+01,8.699937995310932592e+00,3.301974087599487007e+01,6.123883809792459942e+00
1.642258000113972116e+01,7.794367122591324915e+00,1.859407493827504254e+01,1.729879818678600714e+02
1.237084872101048916e+01,4.700140699725238846e+00,1.545885032534306447e+01,1.882971463390276767e+00
1.582629419902431778e+01,5.209858304638160575e+00,1.084796922098453820e+01,2.108763380476739258e+01
1.463847104025452950e+01,5.786340129145514766e+00,9.344917902996826342e+00,1.364264689052797621e+02
1.223615469923269927e+01,4.902562196196456057e+00,1.862415097331799529e+01,-1.349849064249574440e+02
1.368826055716351675e+01,6.278140775850019395e+00,1.352454624674828665e+01,1.186543250816612272e+02
1.510772153439170040e+01,6.732934594180122190e+00,1.714459455469497584e+01,1.024651634090259904e+02
